Dynamic Data
Time (min.)	AlignX	AlignY	Temperature(C)
13.634883	-0.314216	-0.172925	429.460175	
13.648750	-0.250088	-0.195763	429.869080	
13.662416	-0.286400	-0.188968	430.274200	
13.676283	-0.306354	-0.173250	430.695343	
13.690150	-0.296442	-0.216650	431.148804	
13.704083	-0.228511	-0.141903	431.530243	
13.717750	-0.209408	-0.126273	431.942596	
13.731417	-0.227472	-0.100975	432.340424	
13.745283	-0.212574	-0.097033	432.748199	
13.759017	-0.118068	-0.112222	433.114197	
13.772683	-0.135538	-0.100398	433.592316	
13.786550	-0.128493	-0.098049	434.036133	
13.800417	-0.094141	-0.041193	434.431000	
13.814150	-0.125490	-0.031234	434.815582	
13.827884	-0.080754	-0.050059	435.207886	
13.841750	-0.014152	0.001672	435.674286	
13.855416	0.002900	-0.013422	436.033142	
13.869217	-0.007390	-0.048163	436.488342	
13.883083	0.034115	-0.018121	436.885101	
13.896950	-0.010762	-0.036356	437.320465	
13.910617	0.021344	0.026781	437.688293	
13.924350	0.085935	0.018844	438.168335	
13.938283	0.095962	0.007626	438.534973	
13.951950	0.102125	0.061227	438.934845	
13.965683	0.123465	0.028579	439.371429	
13.979550	0.147489	0.027307	439.804962	
13.993417	0.141208	0.021620	440.197571	
14.007350	0.187313	0.085823	440.622131	
14.021017	0.155090	0.119605	441.034729	
14.034683	0.207989	0.163027	441.416931	
14.048616	0.233277	0.151658	441.833618	
14.062284	0.249605	0.174175	442.269043	
14.076083	0.306882	0.146657	442.682190	
14.089950	0.355874	0.278582	443.080597	
14.103884	0.331449	0.264316	443.513947	
14.117550	0.361510	0.269822	443.909210	
14.131217	0.435852	0.262806	444.341675	
14.145083	0.415054	0.326698	444.770111	
14.158816	0.425494	0.328186	445.149933	
14.172483	0.470447	0.342253	445.583527	
14.186417	0.429997	0.300276	445.989594	
14.200283	0.529285	0.368297	446.371521	
14.213950	0.472836	0.391496	446.782867	
14.227683	0.559290	0.402855	447.210114	
14.241616	0.547281	0.435992	447.641785	
14.255283	0.558052	0.433215	448.064117	
14.269083	0.563489	0.428244	448.491150	
14.282950	0.606270	0.432422	448.891998	
14.296884	0.632528	0.493607	449.323883	
14.310550	0.627632	0.473975	449.678925	
14.324217	0.614601	0.507490	450.097321	
14.338150	0.669251	0.563694	450.503082	
14.351817	0.636641	0.563819	450.946838	
14.365617	0.671434	0.573135	451.342041	
14.379483	0.732919	0.567987	451.713898	
14.393350	0.691541	0.606170	452.174774	
14.407084	0.772264	0.589903	452.654053	
14.420750	0.737412	0.621462	453.023468	
14.434617	0.787985	0.663059	453.439209	
14.448350	0.866955	0.806739	453.870514	
14.462083	0.951873	0.945195	454.253906	
14.475950	0.930184	1.010825	454.661743	
14.489817	0.988626	0.983601	455.119720	
14.503484	1.014703	0.995374	455.508850	
14.517217	1.061877	1.032894	455.900391	
14.531083	1.006383	1.041347	456.330933	
14.544817	1.038434	1.020829	456.732758	
14.558617	1.009505	1.054198	457.106079	
14.572483	0.968808	1.062475	457.549957	
14.586350	1.035201	1.083586	457.953308	
14.600017	1.044017	1.086523	458.386475	
14.613750	0.957866	1.087078	458.804169	
14.627617	1.016370	1.128585	459.226685	
14.641350	1.066114	1.057210	459.618073	
14.655084	1.004410	1.094534	460.005615	
14.668950	0.986135	1.140323	460.450378	
14.682817	0.955216	1.143089	460.864929	
14.696484	0.975005	1.145885	461.263885	
14.710150	0.948024	1.154116	461.689362	
14.724083	0.916958	1.157448	462.115845	
14.737750	0.957341	1.196936	462.459167	
14.751616	0.892939	1.210105	462.922272	
14.765483	0.898182	1.249097	463.333099	
14.779350	0.806880	1.237850	463.820496	
14.793016	0.779495	1.302171	464.132111	
14.806750	0.793308	1.308960	464.524628	
14.820617	0.710251	1.255363	464.983429	
14.834550	0.741633	1.319828	465.434174	
14.848217	0.645724	1.336550	465.841125	
14.862017	0.593384	1.368793	466.249359	
14.875883	0.581339	1.394351	466.652954	
14.889750	0.538711	1.425673	467.040985	
14.903417	0.468113	1.457704	467.473541	
14.917150	0.427895	1.437837	467.857330	
14.931084	0.402283	1.452918	468.277313	
14.944817	0.327872	1.532047	468.676605	
14.958550	0.273142	1.518405	469.146027	
14.972484	0.198735	1.544361	469.520996	
14.986350	0.112869	1.535807	469.923370	
15.000016	0.131729	1.574003	470.350494	
15.013683	0.057956	1.603971	470.758423	
15.027617	-0.039146	1.651484	471.202545	
15.041284	-0.027935	1.610201	471.622650	
15.055083	0.002158	1.667298	472.026855	
15.068950	-0.068731	1.629734	472.452026	
15.082817	-0.028881	1.717163	472.859375	
15.097350	-0.029049	1.714675	473.287750	
15.111217	-0.008468	1.692797	473.735565	
15.124884	-0.032391	1.706259	474.142670	
15.138683	-0.025783	1.706409	474.544556	
15.152550	-0.012749	1.723388	474.951416	
15.166284	-0.068311	1.753991	475.378540	
15.180083	-0.084550	1.731549	475.715485	
15.193950	0.015920	1.735487	476.163177	
15.207817	0.019198	1.794591	476.569305	
15.221550	-0.034182	1.786525	477.004364	
15.235283	0.016934	1.789957	477.421265	
15.249150	0.003723	1.760971	477.820465	
15.263083	0.007729	1.843077	478.232574	
15.276750	0.039445	1.846983	478.661896	
15.290483	-0.031813	1.862703	479.056213	
15.304350	0.074267	1.824996	479.460480	
15.410883	-0.022553	1.956294	482.697632	
15.424750	0.009178	1.931088	483.098236	
15.438684	-0.028082	1.945836	483.472473	
15.452350	0.020116	1.940511	483.965027	
15.466084	-0.028693	1.950259	484.357300	
15.479950	0.001599	1.969814	484.772339	
15.493617	0.085258	1.961162	485.163147	
15.507417	0.066716	1.987766	485.586182	
15.521283	0.041900	2.000030	486.025513	
15.535150	0.022490	1.979351	486.425049	
15.548817	0.042532	2.031993	486.830170	
15.562550	0.054449	2.047243	487.258820	
15.576417	0.072000	2.052515	487.655243	
15.590083	0.060095	2.020241	488.059387	
15.603950	0.015373	2.072398	488.494934	
15.617817	0.035616	2.090660	488.857391	
15.631683	0.051344	2.058876	489.296112	
15.645350	0.084718	2.100689	489.686462	
15.659017	0.020765	2.090679	490.098236	
15.672883	0.080394	2.142141	490.523926	
15.686617	0.117177	2.129219	490.962524	
15.700283	0.087115	2.127239	491.360352	
15.714216	0.032302	2.181568	491.786316	
15.728084	0.070305	2.203951	492.144958	
15.742084	0.047593	2.136952	492.626465	
15.755816	0.108681	2.207886	493.005981	
15.769484	0.103976	2.206271	493.404785	
15.783350	0.149240	2.238406	493.860779	
15.797083	0.114445	2.265795	494.272095	
15.810817	0.099305	2.222717	494.677307	
15.824683	0.138424	2.278169	495.116425	
15.838550	0.076947	2.259698	495.537598	
15.852283	0.078475	2.320117	495.904480	
15.866016	0.088730	2.290257	496.308258	
15.880016	0.079505	2.286574	496.743500	
15.893884	0.095644	2.326141	497.179718	
15.907550	0.070207	2.370942	497.608215	
15.921284	0.111500	2.313570	498.013885	
15.935217	0.141793	2.352320	498.449371	
15.949150	0.177313	2.411174	498.852600	
15.962816	0.095621	2.406402	499.231049	
15.976550	0.134769	2.386842	499.575989	
15.990417	0.145819	2.412812	500.060181	
16.004351	0.121287	2.436467	500.514771	
16.018017	0.149208	2.433444	500.906677	
16.031883	0.092408	2.456570	501.301544	
16.045750	0.116499	2.493882	501.758698	
16.059483	0.118277	2.502373	502.082825	
16.073151	0.114012	2.517371	502.556152	
16.087017	0.121300	2.534485	502.965302	
16.100683	0.109557	2.512856	503.393280	
16.114550	0.167822	2.566863	503.768829	
16.128416	0.199168	2.534057	504.221252	
16.142750	0.169057	2.566844	504.610779	
16.156816	0.110048	2.612002	505.035461	
16.170683	0.099796	2.638009	505.413544	
16.184349	0.197003	2.680266	505.850220	
16.198151	0.179231	2.704806	506.274445	
16.212017	0.195380	2.709252	506.626862	
16.225750	0.169294	2.722573	507.100800	
16.239550	0.196979	2.740556	507.569519	
16.253416	0.194140	2.776742	507.936554	
16.267416	0.140601	2.778461	508.376312	
16.281218	0.169697	2.803190	508.766632	
16.296017	0.213906	2.795511	509.230286	
16.309883	0.229478	2.798123	509.637024	
16.323549	0.171893	2.831925	510.072876	
16.337284	0.225051	2.892244	510.419189	
16.351217	0.217231	2.866130	510.850250	
16.364883	0.126646	2.896614	511.259735	
16.378616	0.214979	2.898602	511.678192	
16.392550	0.209579	2.912365	512.127625	
16.406416	0.205143	2.907921	512.491577	
16.420284	0.181855	2.971851	512.910950	
16.434950	0.255488	2.943733	513.345642	
16.448816	0.241288	2.974811	513.784607	
16.462749	0.225949	3.038589	514.204773	
16.476418	0.207187	3.069740	514.639404	
16.490150	0.209904	3.099576	515.033691	
16.504017	0.156419	3.072563	515.499878	
16.517750	0.193127	3.101321	515.874207	
16.531549	0.271718	3.162446	516.271973	
16.545416	0.284297	3.130357	516.714233	
16.560017	0.225178	3.195430	517.116211	
16.573883	0.263144	3.190527	517.554810	
16.587749	0.217008	3.208234	517.966125	
16.601683	0.263247	3.191131	518.362671	
16.615351	0.237122	3.247390	518.778748	
16.629150	0.294185	3.276042	519.186279	
16.643017	0.241356	3.254408	519.652832	
16.656750	0.315676	3.333497	520.064941	
16.670549	0.281230	3.381555	520.431274	
16.684416	0.328768	3.356555	520.868042	
16.698351	0.302427	3.404092	521.326416	
16.713017	0.288847	3.468815	521.724609	
16.726950	0.254958	3.468165	522.096680	
16.740816	0.314128	3.501597	522.547729	
16.754683	0.394835	3.529876	522.983093	
16.768351	0.312601	3.540428	523.412170	
16.782084	0.391184	3.555859	523.805298	
16.795950	0.341001	3.583120	524.255066	
16.809816	0.347512	3.637411	524.550903	
16.823549	0.360129	3.627765	525.033203	
16.837482	0.374704	3.679189	525.458252	
16.852150	0.332314	3.733519	525.890198	
16.866016	0.368142	3.788998	526.318726	
16.879749	0.367007	3.777869	526.701660	
16.893551	0.410157	3.784196	527.145691	
16.907417	0.363056	3.787363	527.537476	
16.921284	0.398566	3.822032	527.994019	
16.934950	0.357881	3.855758	528.380432	
16.948683	0.385061	3.917979	528.765808	
16.962549	0.348774	3.916065	529.213928	
16.976482	0.381476	3.970100	529.602661	
16.991417	0.415131	4.026674	530.068848	
17.005083	0.385128	4.033834	530.443176	
17.018816	0.386442	4.063538	530.878845	
17.032682	0.399257	4.074848	531.330505	
17.046350	0.424099	4.069464	531.720886	
17.060217	0.448418	4.056595	532.135498	
17.074083	0.425552	4.086434	532.531372	
17.087950	0.458714	4.125103	532.949402	
17.101883	0.467461	4.144650	533.447021	
17.116283	0.522656	4.226436	533.834717	
17.131216	0.533605	4.234538	534.267334	
17.144884	0.503155	4.272594	534.709473	
17.158684	0.537016	4.291067	535.095276	
17.172550	0.542589	4.337919	535.542542	
17.186417	0.550704	4.405194	535.951538	
17.200150	0.540771	4.415496	536.368896	
17.213818	0.677045	4.510848	536.792480	
17.227684	0.663580	4.568269	537.185791	
17.241417	0.672301	4.611521	537.661804	
17.255417	0.760757	4.614419	538.009521	
17.269283	0.652965	4.534832	538.389343	
17.283150	0.636345	4.495655	538.842102	
17.297083	0.696426	4.563609	539.276062	
17.310749	0.718232	4.578141	539.703796	
17.324484	0.736371	4.531727	540.103699	
17.338350	0.728886	4.599624	540.494690	
17.352083	0.721125	4.622331	540.932434	
17.365816	0.766725	4.625399	541.319458	
17.379749	0.781267	4.598691	541.749268	
17.393616	0.817816	4.726470	542.136658	
17.408283	0.843229	4.721728	542.594116	
17.422150	0.878150	4.746003	543.019531	
17.436083	0.846770	4.817811	543.425659	
17.449949	0.858725	4.797136	543.805359	
17.463684	0.906038	4.864728	544.242249	
17.477350	0.915169	4.809477	544.712402	
17.491217	0.915812	4.843954	545.081482	
17.504883	0.898784	4.920345	545.491028	
17.518816	0.976291	4.907663	545.938110	
17.533016	0.979059	4.996724	546.383911	
17.546883	0.987301	5.077262	546.792664	
17.560617	1.020425	5.059048	547.175293	
17.574484	1.060863	5.092387	547.589722	
17.588417	1.031284	5.204791	547.997253	
17.602083	1.036485	5.205157	548.388367	
17.615816	1.083526	5.166192	548.842957	
17.629683	1.065258	5.212910	549.262268	
17.643351	1.098102	5.257486	549.643066	
17.657084	1.101780	5.283580	550.043213	
17.671217	1.069033	5.271810	550.532593	
17.686083	1.166782	5.288298	550.943848	
17.700016	1.185621	5.306059	551.329651	
17.713684	1.217149	5.400671	551.766602	
17.727484	1.220813	5.372253	552.175598	
17.741350	1.247964	5.445725	552.606018	
17.755217	1.255448	5.443670	552.966125	
17.768950	1.206572	5.468209	553.377808	
17.782618	1.243989	5.532668	553.813232	
17.796551	1.349517	5.493905	554.209778	
17.810284	1.316710	5.557462	554.635315	
17.825016	1.373500	5.570782	555.163696	
17.838751	1.363412	5.618469	555.513733	
17.852617	1.402501	5.672751	555.906311	
17.866417	1.438218	5.601686	556.374207	
17.880083	1.468983	5.733438	556.816772	
17.893950	1.482447	5.715462	557.220520	
17.907816	1.480695	5.761391	557.612793	
17.921684	1.509570	5.779638	557.965515	
17.935417	1.533239	5.854382	558.441223	
17.949684	1.558512	5.844604	558.854370	
17.963751	1.604354	5.834074	559.265625	
17.977417	1.594107	5.886769	559.662964	
17.991083	1.614991	5.931658	560.065186	
18.005016	1.656936	5.915922	560.470520	
18.018682	1.661305	5.951377	560.916016	
18.032484	1.681360	5.981040	561.315308	
18.046350	1.232761	6.016456	561.732971	
18.060284	-0.164246	5.934911	562.181091	
18.073950	-0.050885	5.951403	562.550903	
18.087950	-0.024473	5.989660	562.981201	
18.101816	-0.038714	6.068226	563.446655	
18.115549	-0.003643	6.047616	563.816895	
18.129417	-0.003139	6.402240	564.212524	
18.143150	0.040839	11.569488	564.671204	
18.156883	0.085017	11.546881	565.098999	
18.170750	0.022100	8.741880	565.450073	
18.184683	0.091545	5.346428	565.875183	
18.198549	0.143863	5.340703	566.280396	
18.212284	0.084236	2.449960	566.725952	
18.226482	0.111573	0.752724	567.117615	
18.241217	0.180399	-1.099651	567.564758	
18.255083	0.223969	-2.188037	567.974976	
18.269016	0.192228	-2.143677	568.442261	
18.282883	0.243470	-2.153627	568.828979	
18.296551	0.244072	-2.151512	569.267944	
18.310284	0.274467	-2.116000	569.666443	
18.324150	0.267507	-2.064699	570.087524	
18.337883	0.331987	-2.024974	570.483154	
18.351816	0.444860	-2.079109	570.907898	
18.365683	0.363924	-2.050272	571.319214	
18.381016	0.383756	-1.988186	571.723022	
18.424749	0.465186	-1.936635	573.110168	
18.478582	0.562590	-1.847626	574.700745	
18.532484	0.616429	-1.766178	576.300476	
18.586483	0.729868	-1.684389	577.950623	
18.640484	0.795014	-1.594769	579.617554	
18.694384	0.919744	-1.510986	581.174133	
18.748383	1.001635	-1.422347	582.739929	
18.802383	1.085821	-1.320153	584.467041	
18.856384	1.192825	-1.275356	586.024902	
18.910383	1.324465	-1.206928	587.644470	
18.964384	1.439734	-1.129925	589.294983	
19.018383	1.528904	-1.056633	590.883179	
19.072384	1.614790	-0.981612	592.510620	
19.126383	1.695730	-0.900489	594.183289	
19.180349	1.811852	-0.835459	595.784180	
19.234350	1.910634	-0.755197	597.372070	
19.288383	1.987826	-0.731755	599.007507	
19.342382	2.087368	-0.623762	600.645203	
19.396383	2.165502	-0.530904	602.261169	
19.450350	2.282638	-0.446263	603.846741	
19.504351	2.047370	-0.387242	605.493225	
19.558451	1.984509	-0.329128	607.071411	
19.612217	0.900819	-0.279861	608.727844	
19.666050	0.434276	-0.189515	610.338257	
19.719917	0.506966	-0.133236	611.938110	
19.773916	0.572190	-0.047205	613.666382	
19.827917	0.671493	0.051459	615.182739	
19.881916	0.744272	0.155594	616.781189	
19.935917	0.822144	0.237030	618.469727	
19.989983	0.935616	0.316426	619.992493	
20.043949	0.999180	0.373814	621.674683	
20.097950	1.076859	0.457722	623.303772	
20.151917	1.145531	0.533754	624.900696	
20.205917	1.244881	0.626377	626.556702	
20.259916	1.309927	0.690283	628.149658	
20.313883	1.362946	0.747558	629.758362	
20.367884	1.474316	0.820571	631.382935	
20.421917	1.544256	0.884625	633.001831	
20.608850	1.726438	1.196698	638.661987	
20.662849	1.816122	1.258204	640.296692	
20.716850	1.912525	1.331666	641.873413	
20.770849	1.956303	1.437424	643.431763	
20.824850	2.030318	1.513614	645.138184	
20.878851	2.086349	1.596482	646.739685	
20.932850	2.161513	1.652185	648.345947	
20.986851	2.210696	1.749981	649.979065	
21.040916	2.281766	1.829561	651.634827	
21.094917	2.313859	1.913349	653.207581	
21.148916	2.407227	1.984489	654.832458	
21.202917	2.487739	2.053560	656.463196	
21.256916	2.549338	2.107860	658.081299	
21.310883	2.593751	2.166681	659.706970	
21.364916	2.658932	2.229634	661.336731	
21.418917	2.753320	2.294816	662.932861	
21.472918	2.819593	2.372293	664.553406	
21.526884	2.871899	2.415418	666.138733	
21.580851	2.924877	2.470650	667.780701	
21.634884	2.996789	2.536153	669.404419	
21.688883	3.054237	2.588547	671.023193	
21.742884	3.144963	2.634200	672.662537	
21.796883	3.203676	2.662548	674.272705	
21.850849	3.287999	2.743056	675.909729	
21.904850	3.340377	2.779456	677.508484	
21.958918	3.422481	2.851188	679.145752	
22.012917	3.481311	2.934922	680.756958	
22.066917	3.535584	3.013192	682.382568	
22.120716	3.624058	3.063289	684.002197	
22.174517	3.668955	3.165698	685.590515	
22.228317	3.736399	3.226965	687.278931	
22.282316	3.794361	3.292841	688.837524	
22.336317	3.874383	3.405908	690.423523	
22.390316	3.912033	3.460362	692.103943	
22.444317	4.012405	3.524386	693.700439	
22.498150	4.027939	3.600197	695.296753	
22.551950	4.110503	3.704563	696.922668	
22.605917	4.181592	3.784412	698.483215	
22.659916	4.214061	3.861628	700.169373	
22.713751	4.320058	3.940252	701.822266	
22.767550	4.364237	4.010528	703.431213	
22.821383	4.381266	4.112698	705.045593	
22.875383	4.512090	4.192221	706.627075	
22.929384	4.565731	4.271842	708.255554	
22.983383	4.601612	4.347609	709.902893	
23.037384	4.689087	4.426806	711.496826	
23.091383	4.732800	4.489108	713.166016	
23.145184	4.798325	4.587102	714.761780	
23.198984	4.851779	4.646071	716.341858	
23.252850	4.940769	4.703954	717.919495	
23.306850	4.997033	4.744789	719.596130	
23.360849	5.000652	4.795358	721.190918	
23.414850	5.034534	4.841114	722.804626	
23.468849	5.079888	4.908319	724.412598	
23.522850	5.125206	4.962126	726.017944	
23.576851	5.184827	5.016518	727.674011	
23.630850	5.226888	5.060228	729.304260	
23.684883	5.274206	5.131312	730.906982	
23.738884	5.269328	5.233007	732.566650	
23.792883	5.317427	5.283834	734.118896	
23.846884	5.386671	5.324521	735.828430	
23.900682	5.439516	5.390159	737.388062	
23.954517	5.448302	5.441092	739.009338	
24.008316	5.502847	5.484896	740.592285	
24.062283	5.551050	5.541682	742.221375	
24.116316	5.599619	5.587247	743.866272	
24.170349	5.619768	5.586362	745.491333	
24.224382	5.659730	5.646076	747.085754	
24.278351	5.694479	5.709357	748.690796	
24.332350	5.732578	5.766426	750.322021	
24.386351	5.811104	5.835817	751.984802	
24.440317	5.867069	5.888295	753.599609	
24.494316	5.908206	5.920417	755.204346	
24.548149	5.946956	5.965794	756.821899	
24.601917	5.977266	6.040389	758.459717	
24.655916	6.032071	6.082541	760.034485	
24.709883	6.064427	6.134632	761.632874	
24.763817	6.097761	6.210914	763.291443	
24.817783	6.165043	6.267180	764.879639	
24.871784	6.213617	6.320953	766.544067	
24.925783	6.294473	6.376109	768.188538	
24.979784	6.324476	6.432891	769.766724	
25.033751	6.359436	6.477925	771.402222	
25.087749	6.410842	6.555027	772.982483	
25.141750	6.424776	6.633944	774.699036	
25.195717	6.484104	6.665057	776.253296	
25.249716	6.529410	6.714757	777.870667	
25.303684	6.573410	6.805393	779.496216	
25.357483	6.613860	6.822510	781.068115	
25.411283	6.673921	6.888404	782.749390	
25.465117	6.697465	6.938662	784.329041	
25.519051	6.736754	6.979046	785.964783	
25.573050	6.758419	7.061075	787.578735	
25.760250	6.843204	7.244039	793.214783	
25.814251	6.853126	7.286620	794.798828	
25.868250	6.921468	7.334013	796.421570	
25.922251	6.891310	7.449199	798.066589	
25.976316	6.915670	7.519797	799.681946	
26.030317	6.939090	7.583281	801.298767	
26.084316	7.002491	7.632220	802.925781	
26.138317	6.974940	7.697994	804.497498	
26.192383	7.016193	7.751443	806.113281	
26.246349	7.023815	7.803680	807.747192	
26.300350	7.014270	7.843529	809.391235	
26.354151	7.064815	7.894227	811.015381	
26.407917	7.106165	7.970134	812.618225	
26.461782	7.134123	7.994704	814.196350	
26.515717	7.179903	8.042716	815.870117	
26.569683	7.191900	8.043304	817.499634	
26.623716	7.251914	8.027421	819.065613	
26.677784	7.284891	8.073919	820.771484	
26.731550	7.273367	8.137881	822.322266	
26.785351	7.347236	8.200290	823.941345	
26.839317	7.366245	8.225240	825.533813	
26.893316	7.375812	8.316145	827.202087	
26.947317	7.401580	8.340652	828.801392	
27.001116	7.402468	8.365405	830.400940	
27.054951	7.429947	8.447686	832.054077	
27.108784	7.472220	8.498101	833.655823	
27.162783	7.515461	8.540936	835.201111	
27.216784	7.518648	8.598791	836.900513	
27.270750	7.509366	8.665773	838.512573	
27.324551	7.545918	8.684534	840.134766	
27.378349	7.579432	8.748400	841.713745	
27.432249	7.604035	8.754940	843.350891	
27.486284	7.624944	8.825478	844.971069	
27.540283	7.617772	8.876072	846.596497	
27.594284	7.638180	8.925159	848.187622	
27.648083	7.656931	8.989246	849.826050	
27.701883	7.675201	9.058288	851.437683	
27.755751	7.683283	9.087563	853.055237	
27.809717	7.698020	9.160875	854.730896	
27.863516	7.707444	9.207523	856.257935	
27.917316	7.710927	9.257574	857.907593	
27.971317	7.768335	9.307858	859.529541	
28.025316	7.721264	9.401832	861.143066	
28.079317	7.734743	9.430389	862.809204	
28.133316	7.753862	9.530430	864.345337	
28.187317	7.769025	9.564734	865.974426	
28.241316	7.746925	9.638484	867.648682	
28.295317	7.432280	9.707861	869.257507	
28.349318	4.276749	9.754060	870.876282	
28.403351	0.215006	9.792286	872.478760	
28.457350	-2.376404	9.437621	874.098145	
28.511351	-2.519783	6.326609	875.733948	
28.565384	-2.594669	4.429357	877.328857	
28.619383	-2.601920	2.272958	878.989136	
28.673384	-2.640195	0.331116	880.618286	
28.727350	-2.672909	-1.582176	882.225098	
28.781349	-2.714543	-2.016789	883.808594	
28.835350	-2.765039	-1.923625	885.452087	
28.889351	-2.778957	-1.833408	887.052917	
28.943350	-2.763399	-1.771444	888.644104	
28.997316	-2.846872	-1.651489	890.321533	
29.051350	-2.850843	-1.550472	891.911621	
29.105350	-2.897463	-1.460677	893.534607	
29.159349	-2.959100	-1.356992	895.215698	
29.213316	-2.990516	-1.256134	896.776306	
29.267317	-3.024464	-1.161126	898.371948	
29.321283	-3.079125	-1.098919	899.998901	
29.375317	-3.068994	-1.031946	901.667114	
29.429317	-3.102772	-0.931101	903.215149	
29.483316	-3.136584	-0.856005	904.853760	
29.537317	-3.144410	-0.742289	906.448425	
29.591284	-3.127525	-0.645245	908.115540	
29.645250	-3.104779	-0.577333	909.745422	
29.699249	-3.107625	-0.517278	911.380005	
29.753250	-3.107991	-0.514845	912.980347	
29.807249	-3.159163	-0.487532	914.590088	
29.861349	-3.148809	-0.471818	916.193237	
29.915350	-3.161045	-0.405970	917.868774	
29.969316	-3.215920	-0.375253	919.449768	
30.023317	-3.257994	-0.302224	921.062012	
30.077316	-3.257711	-0.274687	922.691162	
30.131283	-3.277475	-0.242900	924.294617	
30.185316	-3.294623	-0.187570	925.979919	
30.239317	-3.327873	-0.128175	927.564697	
30.293283	-3.389617	-0.047798	929.206848	
30.347282	-3.405429	0.029199	930.775818	
30.401283	-3.431448	0.116411	932.410583	
30.455250	-3.478208	0.222748	934.010010	
30.509251	-3.464818	0.337241	935.654785	
30.563250	-3.533831	0.387888	937.274414	
30.617250	-3.572323	0.484494	938.874268	
30.671249	-3.575598	0.566463	940.493225	
30.725283	-3.647707	0.665905	942.121155	
30.912050	-3.858614	0.841121	947.706604	
30.966049	-3.881541	0.921019	949.324646	
31.020050	-3.982107	0.983422	950.951416	
31.074051	-4.083453	1.039885	952.588867	
31.127850	-4.159394	1.138636	954.223450	
31.181650	-4.255995	1.231349	955.822693	
31.235451	-4.338244	1.277156	957.438965	
31.289450	-4.439461	1.346629	959.032104	
31.343416	-4.534740	1.405672	960.655212	
31.397449	-4.636215	1.492702	962.280396	
31.451450	-4.760741	1.555234	963.911926	
31.505283	-4.829597	1.630713	965.593445	
31.559084	-4.922004	1.698192	967.150696	
31.612949	-5.002966	1.778272	968.774109	
31.666950	-5.153531	1.838564	970.395874	
31.721016	-5.257824	1.949063	971.958862	
31.775017	-5.401092	2.074626	973.622192	
31.829016	-5.530557	2.171140	975.211304	
31.882984	-5.677564	2.299451	976.871216	
31.936817	-5.796666	2.429238	978.521240	
31.990650	-5.911240	2.552601	980.117798	
32.044449	-6.064979	2.666982	981.698181	
32.098484	-6.269629	2.771782	983.322815	
32.152485	-6.404554	2.852373	984.946960	
32.206551	-6.633480	2.925395	986.590942	
32.260384	-6.836969	3.029100	988.072571	
32.314350	-7.062314	3.090128	989.802307	
32.368351	-7.283204	3.195767	991.364807	
32.422318	-7.513714	3.269728	993.071411	
32.476318	-7.732961	3.334471	994.655029	
32.530350	-7.951453	3.491572	996.278931	
32.584351	-8.196134	3.621509	997.860596	
32.638351	-8.386832	3.682972	998.943909	
32.692383	-8.495267	3.618750	999.309448	
32.746349	-8.619169	3.580243	999.440063	
32.800350	-8.712719	3.592815	999.468506	
32.854351	-8.780443	3.580282	999.548889	
32.908318	-8.863539	3.603744	999.606995	
32.962349	-8.946787	3.606642	999.599670	
33.016350	-9.026258	3.647302	999.619690	
33.070351	-9.101079	3.673368	999.688354	
33.124382	-9.096038	3.685436	999.720215	
33.178383	-8.984196	3.708458	999.698181	
33.232384	-8.888751	3.818902	999.697144	
33.286182	-8.779932	3.891611	999.751099	
33.339985	-8.579720	4.008560	999.795227	
33.393917	-8.586286	4.116871	999.795776	
33.447918	-8.556829	4.127045	999.783813	
33.501915	-8.529530	4.162744	999.835022	
33.555950	-8.560345	4.228244	999.812317	
33.609951	-8.571716	4.276313	999.854919	
33.663918	-8.575771	4.323113	999.850220	
33.717949	-8.605158	4.369538	999.868713	
33.771950	-8.668156	4.351431	999.844666	
33.825916	-8.676851	4.412247	999.849426	
33.879917	-8.734238	4.424281	999.892944	
33.933918	-8.762554	4.427764	999.931885	
33.987949	-8.751824	4.470163	999.903442	
34.041950	-8.795308	4.426542	999.914978	
34.095951	-8.806850	4.415245	999.910950	
34.149948	-8.876911	4.447934	999.939453	
34.203751	-8.876200	4.457374	999.942139	
34.257549	-8.930437	4.480417	999.910034	
34.311417	-8.975181	4.519521	999.930725	
34.365383	-8.991922	4.573617	999.928894	
34.419216	-9.047995	4.588512	999.935852	
34.473049	-9.041956	4.632651	999.966736	
34.526882	-9.077442	4.654906	999.968628	
34.580917	-9.078721	4.669298	999.918030	
34.634918	-9.144997	4.702766	999.977295	
34.688915	-9.114374	4.691227	999.983826	
34.742916	-9.104534	4.707705	999.948669	
34.796749	-9.183946	4.716738	1000.023132	
34.850552	-9.185359	4.729867	999.976624	
34.904385	-9.208297	4.728858	999.987976	
34.958317	-9.223258	4.726230	999.998718	
35.012318	-9.231380	4.731348	999.960815	
35.066319	-9.272878	4.721549	999.970337	
35.120316	-9.254200	4.769819	999.973511	
35.174316	-9.266219	4.761407	1000.003723	
35.228283	-9.281121	4.716104	1000.010315	
35.282284	-9.309833	4.740405	999.967102	
35.336285	-9.307323	4.755724	999.963867	
35.390282	-9.345281	4.799322	999.968872	
35.444283	-9.356131	4.768475	999.990540	
35.498417	-9.383269	4.774646	999.979370	
35.552418	-9.409116	4.805526	999.987244	
35.606415	-9.402814	4.841707	1000.006104	
35.660416	-9.426555	4.822542	999.954407	
35.714417	-9.451045	4.792576	999.969177	
35.768417	-9.433538	4.821860	999.985107	
